yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
32162024,3216,2024,FL0522000,FL0522000,,N,N,,I,BELLEAIR BEACH,BELLEAIR BEACH,Belleair Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,1612,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2021-01-01,2021-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32192024,3219,2024,FL0522600,FL0522600,,N,N,,I,NORTH REDINGTON BEACH,NORTH REDINGTON BEACH PD,North Redington Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,1465,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2021-01-01,2021-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32222024,3222,2024,FL0522900,FL0522900,,N,N,,I,UNIV OF S FL:ST PETERSBG,UNIV OF SOUTH FLORIDA PD ST PETE,University of South Florida:,St. Petersburg,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,University or College,0,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,16,1,17,3,5,8,0,0,2021-01-01,2023-01-01,2023-02-01,2023-02-01,2023-02-01,2023-02-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32282024,3228,2024,FL052990X,FL0529900,,N,N,,I,SEMINOLE,SEMINOLE,Seminole,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,19201,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32452024,3245,2024,FL0531200,FL0531200,,N,N,,I,LAKELAND,LAKELAND PD,Lakeland,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,125193,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,202,16,218,44,94,138,2.0,2.8,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,POLK,"Lakeland-Winter Haven, FL",Y,Y,Y
32622024,3262,2024,FL0540000,FL0540000,,N,N,,I,PUTNAM,PUTNAM CO SO PALATKA,Putnam,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,63405,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,121,46,167,16,57,73,2.2,3.8,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,PUTNAM,Not Specified,Y,Y,Y
32632024,3263,2024,FL0540100,FL0540100,,N,N,,I,PALATKA,PALATKA PD,Palatka,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,10816,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,27,1,28,4,4,8,2.9,3.3,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,PUTNAM,Not Specified,Y,Y,Y
32642024,3264,2024,FL0540200,FL0540200,,N,N,,I,CRESCENT CITY,CRESCENT CITY PD,Crescent City,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,1709,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2021-01-01,2022-01-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,PUTNAM,Not Specified,Y,Y,Y
32772024,3277,2024,FL0550000,FL0550000,,N,N,,I,ST. JOHNS,ST JOHNS CO SO ST AUGUSTINE,St. Johns,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,319098,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,359,169,528,57,229,286,1.3,2.6,2021-01-01,2022-01-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,ST JOHNS,"Jacksonville, FL",Y,Y,Y
32782024,3278,2024,FL0550100,FL0550100,,N,N,,I,ST. AUGUSTINE,ST AUGUSTINE PD,St. Augustine,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,15913,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,53,1,54,9,5,14,3.9,4.3,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ST JOHNS,"Jacksonville, FL",Y,Y,Y
32792024,3279,2024,FL0550200,FL0550200,,N,N,,I,ST. AUGUSTINE BEACH,ST AUGUSTINE BEACH PD ST AUGUSTINE BEACH,St. Augustine Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,6760,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,18,0,18,2,3,5,3.0,3.4,2021-01-01,2022-01-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,ST JOHNS,"Jacksonville, FL",Y,Y,Y
32932024,3293,2024,FL0560000,FL0560000,,N,N,,I,ST. LUCIE,ST LUCIE CO SO FORT PIERCE,St. Lucie,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,86358,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,N,,,,,,,,,2021-01-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,N,ST LUCIE,"Port St. Lucie, FL",Y,Y,Y
32942024,3294,2024,FL0560100,FL0560100,,N,N,,I,FORT PIERCE,FORT PIERCE PD,Fort Pierce,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,49977,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,97,14,111,25,24,49,2.4,3.2,2021-01-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,N,ST LUCIE,"Port St. Lucie, FL",Y,Y,Y
32952024,3295,2024,FL0560200,FL0560200,,N,N,,I,PORT ST. LUCIE,PORT ST LUCIE PD,Port St. Lucie,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,259267,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,5,1C,"Cities from 250,000 thru 499,999",1,"All cities 250,000 or over",Y,5,,Y,234,22,256,54,61,115,1.1,1.4,2021-01-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,N,ST LUCIE,"Port St. Lucie, FL",Y,Y,Y
33052024,3305,2024,FL0570000,FL0570000,,N,N,,I,SANTA ROSA,SANTA ROSA CO SO MILTON,Santa Rosa,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,192983,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,251,237,488,29,123,152,1.5,3.3,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,SANTA ROSA,"Pensacola-Ferry Pass-Brent, FL",Y,Y,Y
33072024,3307,2024,FL0570200,FL0570200,,N,N,,I,GULF BREEZE,GULF BREEZE PD,Gulf Breeze,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,6991,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,20,4,24,1,3,4,3.0,4.0,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,SANTA ROSA,"Pensacola-Ferry Pass-Brent, FL",Y,Y,Y
33192024,3319,2024,FL0580000,FL0580000,,N,N,,I,SARASOTA,SARASOTA CO SO SARASOTA,Sarasota,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,302725,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,404,268,672,73,300,373,1.6,3.5,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,SARASOTA,"North Port-Bradenton-Sarasota, FL",Y,Y,Y
33202024,3320,2024,FL0580100,FL0580100,,N,N,,I,SARASOTA,SARASOTA PD,Sarasota,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,58432,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,150,18,168,35,38,73,3.2,4.1,2021-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,SARASOTA,"North Port-Bradenton-Sarasota, FL",Y,Y,Y
33522024,3352,2024,FL0600000,FL0600000,,N,N,,I,SUMTER,SUMTER CO SO BUSHNELL,Sumter,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,141522,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,151,22,173,26,75,101,1.3,1.9,2021-01-01,2022-07-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,SUMTER,"Wildwood-The Villages, FL",Y,Y,Y
33572024,3357,2024,FL0600500,FL0600500,,N,N,,I,WILDWOOD,WILDWOOD PD,Wildwood,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,19634,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,36,2,38,13,7,20,2.5,3.0,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,SUMTER,"Wildwood-The Villages, FL",Y,Y,Y
33812024,3381,2024,FL0620000,FL0620000,,N,N,,I,TAYLOR,TAYLOR CO SO PERRY,Taylor,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,14491,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,31,5,36,4,15,19,2.4,3.8,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,TAYLOR,Not Specified,Y,Y,Y
33822024,3382,2024,FL0620100,FL0620100,,N,N,,I,PERRY,PERRY PD,Perry,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,7424,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,19,1,20,1,2,3,2.7,3.1,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,TAYLOR,Not Specified,Y,Y,Y
34302024,3430,2024,FL0650000,FL0650000,,N,N,,I,WAKULLA,WAKULLA CO SO CRAWFORDVILLE,Wakulla,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,37999,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,66,32,98,11,38,49,2.0,3.9,2021-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,WAKULLA,"Tallahassee, FL",Y,Y,Y
34422024,3442,2024,FL0660000,FL0660000,,N,N,,I,WALTON,WALTON CO SO DE FUNIAK SPRINGS,Walton,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,84661,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,194,84,278,38,135,173,2.7,5.3,2021-01-01,2022-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,WALTON,"Crestview-Fort Walton Beach-Destin, FL",Y,Y,Y
34432024,3443,2024,FL0660100,FL0660100,,N,N,,I,DEFUNIAK SPRINGS,DE FUNIAK SPRINGS PD,DeFuniak Springs,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,7053,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,23,1,24,1,7,8,3.4,4.5,2021-01-01,2023-12-01,2023-12-01,2023-12-01,2023-12-01,2023-12-01,N,WALTON,"Crestview-Fort Walton Beach-Destin, FL",Y,Y,Y
34542024,3454,2024,FL0670000,FL0670000,,N,N,,I,WASHINGTON,WASHINGTON CO SO CHIPLEY,Washington,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,22416,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,N,,,,,,,,,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,WASHINGTON,"Panama City-Panama City Beach, FL",Y,Y,Y
34552024,3455,2024,FL0670100,FL0670100,,N,N,,I,CHIPLEY,CHIPLEY PD,Chipley,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,3734,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,0,9,1,2,3,2.7,3.2,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,WASHINGTON,"Panama City-Panama City Beach, FL",Y,Y,Y
306562024,30656,2024,FL0101200,FL0101200,,N,N,,I,CLAY COUNTY SCHOOL BOARD,,Clay County School Board,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,Other,0,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,1,0,1,0,0,0,0,0,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,CLAY,"Jacksonville, FL",Y,Y,Y
