yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
29682024,2968,2024,FL0400000,FL0400000,,N,N,,I,MADISON,MADISON CO SO MADISON,Madison,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,16036,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,32,7,39,5,18,23,2.3,3.9,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,MADISON,Not Specified,Y,Y,Y
29842024,2984,2024,FL0410200,FL0410200,,N,N,,I,BRADENTON,BRADENTON PD,Bradenton,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,57503,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,92,16,108,33,21,54,2.2,2.8,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,MANATEE,"North Port-Bradenton-Sarasota, FL",Y,Y,Y
29872024,2987,2024,FL0410500,FL0410500,,N,N,,I,LONGBOAT KEY,LONGBOAT KEY PD,Longboat Key,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,7484,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,19,1,20,0,2,2,2.5,2.9,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,"MANATEE, SARASOTA","North Port-Bradenton-Sarasota, FL",Y,Y,Y
29982024,2998,2024,FL0420000,FL0420000,,N,N,,I,MARION,MARION CO SO OCALA,Marion,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,350850,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,540,123,663,130,225,355,1.9,2.9,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,MARION,"Ocala, FL",Y,Y,Y
29992024,2999,2024,FL0420100,FL0420100,,N,N,,I,OCALA,OCALA PD,Ocala,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,70046,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,153,44,197,38,83,121,2.7,4.5,2021-01-01,2021-01-01,2022-10-01,2022-10-01,2022-10-01,2022-10-01,N,MARION,"Ocala, FL",Y,Y,Y
30002024,3000,2024,FL0420200,FL0420200,,N,N,,I,BELLEVIEW,BELLEVIEW PD,Belleview,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,5881,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,0,13,1,2,3,2.4,2.7,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,MARION,"Ocala, FL",Y,Y,Y
30132024,3013,2024,FL0430000,FL0430000,,N,N,,I,MARTIN,MARTIN CO SO STUART,Martin,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,144750,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,253,40,293,34,137,171,2.0,3.2,2021-01-01,2021-09-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,MARTIN,"Port St. Lucie, FL",Y,Y,Y
30142024,3014,2024,FL0430100,FL0430100,,N,N,,I,STUART,STUART PD,Stuart,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,20109,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,44,2,46,6,16,22,2.5,3.4,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,MARTIN,"Port St. Lucie, FL",Y,Y,Y
30162024,3016,2024,FL0430300,FL0430300,,N,N,,I,SEWALL'S POINT,SEWALLS POINT POLICE DEPARTMENT,Sewall's Point,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,2087,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,1,1,2,3.4,3.8,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,MARTIN,"Port St. Lucie, FL",Y,Y,Y
30262024,3026,2024,FL0440000,FL0440000,,N,N,,I,MONROE,MONROE CO SO KEY WEST,Monroe,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,55839,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,163,139,302,37,142,179,3.6,8.6,2021-01-01,2022-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,MONROE,Not Specified,Y,Y,Y
30272024,3027,2024,FL0440100,FL0440100,,N,N,,I,KEY WEST,KEY WEST PD,Key West,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,24697,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,79,8,87,13,18,31,3.7,4.8,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,MONROE,Not Specified,Y,Y,Y
30422024,3042,2024,FL0450000,FL0450000,,N,N,,I,NASSAU,NASSAU CO SO FERNANDINA BEACH,Nassau,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,93258,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,149,28,177,22,97,119,1.8,3.2,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,NASSAU,"Jacksonville, FL",Y,Y,Y
30562024,3056,2024,FL0460100,FL0460100,,N,N,,I,CRESTVIEW,CRESTVIEW PD,Crestview,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,29903,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,38,4,42,7,21,28,1.5,2.3,2021-01-01,2022-08-01,2022-08-01,2022-08-01,2022-08-01,2022-08-01,N,OKALOOSA,"Crestview-Fort Walton Beach-Destin, FL",Y,Y,Y
30572024,3057,2024,FL0460200,FL0460200,,N,N,,I,FORT WALTON BEACH,FORT WALTON BEACH PD,Fort Walton Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,20920,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,41,3,44,8,10,18,2.3,3.0,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,OKALOOSA,"Crestview-Fort Walton Beach-Destin, FL",Y,Y,Y
30762024,3076,2024,FL0470100,FL0470100,,N,N,,I,OKEECHOBEE,OKEECHOBEE PD,Okeechobee,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,5724,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,2,17,7,8,15,3.8,5.6,2021-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,OKEECHOBEE,Not Specified,Y,Y,Y
30872024,3087,2024,FL0480000,FL0480000,,N,N,,I,ORANGE,ORANGE CO SO ORLANDO,Orange,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,960113,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,1248,208,1456,215,453,668,1.5,2.2,2021-01-01,2024-12-01,2024-12-01,2024-12-01,2024-12-01,2024-12-01,N,ORANGE,"Orlando-Kissimmee-Sanford, FL",Y,Y,Y
30972024,3097,2024,FL0481000,FL0481000,,N,N,,I,EDGEWOOD,EDGEWOOD PD ORLANDO,Edgewood,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,2756,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,0,12,1,2,3,4.7,5.4,2021-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,ORANGE,"Orlando-Kissimmee-Sanford, FL",Y,Y,Y
31152024,3115,2024,FL0490100,FL0490100,,N,N,,I,ST. CLOUD,ST CLOUD PD,St. Cloud,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,68966,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,N,,,,,,,,,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,OSCEOLA,"Orlando-Kissimmee-Sanford, FL",Y,Y,Y
31162024,3116,2024,FL0490200,FL0490200,,N,N,,I,KISSIMMEE,KISSIMMEE PD,Kissimmee,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,81967,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,124,25,149,31,66,97,1.9,3.0,2021-01-01,2022-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,OSCEOLA,"Orlando-Kissimmee-Sanford, FL",Y,Y,Y
31282024,3128,2024,FL0500200,FL0500200,,N,N,,I,BOCA RATON,BOCA RATON PD,Boca Raton,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,100557,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,151,19,170,38,73,111,1.9,2.8,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31292024,3129,2024,FL0500300,FL0500300,,N,N,,I,BOYNTON BEACH,BOYNTON BEACH PD,Boynton Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,81473,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,122,21,143,32,32,64,1.9,2.5,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31302024,3130,2024,FL0500400,FL0500400,,N,N,,I,DELRAY BEACH,DELRAY BEACH POLICE DEPARTMENT,Delray Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,67780,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,129,25,154,30,55,85,2.3,3.5,2021-01-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,2022-09-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31322024,3132,2024,FL0500600,FL0500600,,N,N,,I,PALM BEACH,PALM BEACH PD,Palm Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,9262,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,65,11,76,8,23,31,7.9,11.6,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31342024,3134,2024,FL0500800,FL0500800,,N,N,,I,WEST PALM BEACH,WEST PALM BEACH PD,West Palm Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,126427,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,252,27,279,46,80,126,2.4,3.2,2021-01-01,2021-01-01,2023-07-01,2023-07-01,2023-07-01,2023-07-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31352024,3135,2024,FL0500900,FL0500900,,N,N,,I,ATLANTIS,ATLANTIS PD ATLANTIS,Atlantis,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,2103,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,13,1,14,1,4,5,6.7,9.0,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31412024,3141,2024,FL0501600,FL0501600,,N,N,,I,JUNO BEACH,JUNO BEACH PD,Juno Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,3868,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,0,15,0,2,2,3.9,4.4,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31422024,3142,2024,FL0501700,FL0501700,,N,N,,I,JUPITER,JUPITER PD,Jupiter,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,61348,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,94,9,103,18,25,43,1.8,2.4,2021-01-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31482024,3148,2024,FL0502300,FL0502300,,N,N,,I,NORTH PALM BEACH,NORTH PALM BEACH POLICE DEPARTMENT,North Palm Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,13082,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,2,32,4,2,6,2.6,2.9,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31562024,3156,2024,FL0503100,FL0503100,,N,N,,I,TEQUESTA,TEQUESTA PD,Tequesta,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,6128,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,19,0,19,1,1,2,3.3,3.4,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31602024,3160,2024,FL0503700,FL0503700,,N,N,,I,FLORIDA ATLANTIC UNIVERS,FLORIDA ATLANTIC UNIVERSITY PD BOCA RATON,Florida Atlantic University,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,University or College,0,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,39,24,63,22,22,44,0,0,2021-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31642024,3164,2024,FL0504200,FL0504200,,N,N,,I,PALM BEACH CNTY SCH DIST,PALM BEACH COUNTY SCHOOL POLICE,Palm Beach County School District,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,Other,0,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,211,39,250,54,33,87,0,0,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,Y
31952024,3195,2024,FL0520000,FL0520000,,N,N,,I,PINELLAS,PINELLAS CO SO LARGO,Pinellas,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,County,289479,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,665,714,1379,129,778,907,2.7,7.9,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
31962024,3196,2024,FL0520100,FL0520100,,N,N,,I,BELLEAIR,BELLEAIR PD,Belleair,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,4568,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,1,13,1,0,1,2.8,3.1,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
31972024,3197,2024,FL0520200,FL0520200,,N,N,,I,BELLEAIR BLUFFS,BELLEAIR BLUFFS PD LARGO,Belleair Bluffs,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,2277,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2021-01-01,2021-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
31982024,3198,2024,FL0520300,FL0520300,,N,N,,I,CLEARWATER,CLEARWATER PD,Clearwater,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,116689,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,194,40,234,41,67,108,2.0,2.9,2021-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
31992024,3199,2024,FL0520400,FL0520400,,N,N,,I,DUNEDIN,DUNEDIN PD,Dunedin,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,35885,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32002024,3200,2024,FL0520500,FL0520500,,N,N,,I,GULFPORT,GULFPORT PD,Gulfport,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,11618,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,1,26,5,5,10,2.6,3.1,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32012024,3201,2024,FL0520600,FL0520600,,N,N,,I,INDIAN ROCKS BEACH,INDIAN ROCKS BEACH PD,Indian Rocks Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,3629,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32032024,3203,2024,FL0520800,FL0520800,,N,N,,I,LARGO,LARGO PD,Largo,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,82132,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,122,12,134,33,13,46,1.9,2.2,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32042024,3204,2024,FL0520900,FL0520900,,N,N,,I,MADEIRA BEACH,MADIERA BEACH PD ST PETERSBURG,Madeira Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,4036,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32062024,3206,2024,FL0521000,FL0521000,,N,N,,I,OLDSMAR,OLDSMAR PD,Oldsmar,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,14801,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32082024,3208,2024,FL0521200,FL0521200,,N,N,,I,REDINGTON BEACHES,REDINGTON BEACHES PD NORTH REDINGTON BEACH,Redington Beaches,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,1371,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2021-01-01,2021-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32092024,3209,2024,FL0521300,FL0521300,,N,N,,I,SAFETY HARBOR,SAFETY HARBOR PD,Safety Harbor,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,16924,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32112024,3211,2024,FL0521500,FL0521500,,N,N,,I,ST. PETE BEACH,ST PETE BEACH PD,St. Pete Beach,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,8687,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32122024,3212,2024,FL0521600,FL0521600,,N,N,,I,SOUTH PASADENA,SOUTH PASADENA PD ST PETERSBURG,South Pasadena,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,5268,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32132024,3213,2024,FL0521700,FL0521700,,N,N,,I,INDIAN SHORES,INDIAN SHORES POLICE DEPARTMENT,Indian Shores,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,3352,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,0,13,2,1,3,4.5,4.8,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32142024,3214,2024,FL0521800,FL0521800,,N,N,,I,TARPON SPRINGS,TARPON SPRINGS PD,Tarpon Springs,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,26119,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,43,3,46,11,12,23,2.1,2.6,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
32152024,3215,2024,FL0521900,FL0521900,,N,N,,I,TREASURE ISLAND,TREASURE ISLAND PD,Treasure Island,,A,12,Florida,FL,FL,5,South Atlantic,3,South,Region III,City,6504,23362,FLUCR0001,Florida Department of Law Enforcement Uniform Crime Reports Program,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,1,15,4,4,8,2.8,3.5,2021-01-01,2021-01-01,2022-12-01,2022-12-01,2022-12-01,2022-12-01,N,PINELLAS,"Tampa-St. Petersburg-Clearwater, FL",Y,Y,Y
